publishedAt;authorDisplayName;text;likeCount
2023-05-02T01:10:43Z;Prawiro Rono;yg penting bukan rambut putih  ;0
2023-05-02T01:09:25Z;Iman Fajri;ayo satu lagi  masih butuh alternatif nih;0
2023-05-02T01:08:19Z;edwinferdinandz;asal jangan pdip deh aku;0
2023-05-02T01:01:38Z;Adik Junaedi;anies bas wedan sesuai janjinya perubahan liat aja jkt banyak perubahan aiir d masukin ke bawah jln raya saya sebagai org awam ga ya tau itu campus dari mna ;0
2023-05-02T01:00:23Z;Taksatu Tak;bangsa ini setiap hari penuh pertikaian   ditambah  thn sekali pilpres    haaadeuuuh ;0
2023-05-02T00:56:03Z;Muhammad irfan Setiadi;siapapaun presidennya asal tgb wapresnya saya coblos   ;0
2023-05-02T00:49:20Z;obi_ suruh;pak mahfut sama ridwan kamil;0
2023-05-02T00:48:48Z;amri heroicman;petugas partai   emang indo punya moncong banteng  jijaay  ;0
2023-05-02T00:47:00Z;toni xxx;prabowo lah kasian juga;0
2023-05-02T00:36:40Z;Naidin Mari;pasangan capres cawapres jangan  pasang  karna bisa terjadi pembelahan masyarakat  saya usul supaya capres minim  orang maximal  orang;0
2023-05-02T00:35:23Z;nanto;yg pasti bukan ganjar  yg lain oke lah;0
2023-05-02T00:33:31Z;Zyen;jangan paksa aq dukung calon yg suka bokep  ;0
2023-05-02T00:26:13Z;Lilik Ningsih;pilihanku pak ganjar;0
2023-05-02T00:17:34Z;Aryofarm Semarang - boyolali;lebih banyak lebih bagus dgn catatan sekali putaran sekali putaran tidak di putar  lagi    br nilai yg paling unggul adalah pemenang yg nilai kedua wapres nilai ketiga menteri    dll setelah selesai pemilu tinggalkan segala kepwntingan    fokus kepenti gan negara saja;0
2023-05-02T00:15:20Z;riyatmoko82;siapa  pun  pun  pemimpinnya   yang  cinta  terhadap  negara  segenap  rakyat   insyaalloh  itu  yang           ;0
2023-05-01T23:59:00Z;Imam Syuhadak;sama aja    nanti yg kalah gabung juga di pemerintahan;0
2023-05-01T23:57:33Z;Arman diyanto;tetep partai perindo di hati  quot  calon presiden ku quot   hary tanoesoedibjo dan ahok  quot ;1
2023-05-01T23:33:52Z;Rayadi Sofyan;prabowo boleh  anis juga boleh asal jangan petugas partai aja  wkwkwk;0
2023-05-01T23:31:24Z;Ari Suhari;kenapa punya partai besar malah koalisi kenapa ngak mencalon diri sebagai presiden masing      ;0
2023-05-01T23:30:45Z;Donald Kromb;si wowo dah pling mantep;0
2023-05-01T23:29:57Z;Susatio;klo maunya saya br presidennya mahfud md br wapresnya gibran raka bumi;0
2023-05-01T23:21:08Z;Papi 06;pdip gagal  dua priode brkuasa tdk perhtikan kesejhtraan apratur dan pnsiunan asn tni polri   ;0
2023-05-01T23:19:29Z;Petrus Riyanto;aku pilih orang indonesia asli;0
2023-05-01T23:16:54Z;RS channel tv;mardigu wowik yg saya tunggu   ;0
2023-05-01T23:05:26Z;Ade Rana;anis baswedan ri ;0
2023-05-01T22:55:42Z;Ne' Tessa;jokowi sajaaaaaa       ;0
2023-05-01T22:47:48Z;Warjo Warjo;pdip buang jauh jauh maap capres pdip gk cinta rkyat tapi cinta makbanteng    ;0
2023-05-01T22:44:07Z;shadows;saya jamin wan kabuddd gak bakal dapat tiket;0
2023-05-01T22:42:43Z;Dian Fajriah;bissmillah   jangan ada si moncong   hilangkan;0
2023-05-01T22:31:08Z;Bambang Ekopramono;semua partai mabuk kekuasaan  belum ada calon yang negarawan  ;1
2023-05-01T22:09:25Z;Aspiyah Aspiyah;kadrun  pilihanx  lem aibon    ;0
2023-05-01T22:08:16Z;Kanal Investasi;kami rakyat sangat sangat sangat tdk peduli dgn elite siapapun mrk  mrk orang yg sangat sangat sangat kaya raya  tdk ada sedikitpun kekhawatiran thd mrk  mrk hanya mencari kesenangan dg bermain main  klo pun kami memilih itu krn perintah agama  jgn sampe yg terpilih orang yg salah pembual penipu pembohong  jg yg rakus haus tamak akan jabatan kekuasaan dan duit  jd jgn pernah berharap diberi kepedulian dari kami yahh;0
2023-05-01T22:07:31Z;Aspiyah Aspiyah;tambah ruwet     ;0
2023-05-01T21:59:15Z;Setia Awan;gimanapyn pilihan tetep bpk anis nggak di ragukan lagi kepinteranya pokoknya jgn pdip  pokoknya anis   ;0
2023-05-01T21:38:25Z;Lopez Ahus;pilih utama   kadrun sejati;0
2023-05-01T21:31:28Z;Arief Lyla;semoga  anies baswedan presiden nya br         ;3
2023-05-01T21:30:30Z;Samuel Hendry;ganjar wae;0
2023-05-01T21:14:09Z;Indi Hariadi;saya pilih kdm  kang dedi mulyadi  kalau kdm maju;0
2023-05-01T21:11:07Z;Admin Youtube;yg jelas no untuk anis  br jakarta sudah rugi pilih anis  br dp nol   hoax;1
2023-05-01T21:01:23Z;Siggit Ali;aaaagh    menurut aku ga    seru    calon capres  amp  cawapres nya ga    ok  menurut aku belom ada calon yg mumpuni buat gantiin pak de jokowi ;0
2023-05-01T20:43:14Z;Nice Day;hati    br dr awal pak jokowi sdh pesan   hati   jangan terbuai cashing yg sok agamis tp zonk actin   zonk prestasi   kyk dp nol ;0
2023-05-01T20:27:01Z;Khoiriyah PMITaiwan 🥰;bismillah insya allah bpk anies baswedan pemimpin yang adil aamiin  ;11
2023-05-03T12:51:47Z;Al Afif;  pmitaiwan   hehehhe jos apanya buk ;0
2023-05-03T10:48:08Z;Khoiriyah PMITaiwan 🥰;  afif  br bpk anies baswedan  br jos tenan  ;0
2023-05-03T10:05:31Z;jembot keriting;adil     mau jual agama lagi   ;0
2023-05-02T16:35:02Z;Al Afif;joorrr;0
2023-05-01T19:59:41Z;Nico pk31;abg   asal bukan ganjar  ;0
2023-05-01T19:32:38Z;YT SANGAR;yg kemarin kecewa krn pildun u  batal d indonesia akankah kalian sdh siap kecewa seumur hidup jika ganjar jd presiden    ;0
2023-05-01T18:45:21Z;albero chill;wah asik nih isi komennya banyak yang uchiha prabowo atau anies armstrong ;0
2023-05-01T18:38:41Z;AST view chanel;andika perkasa r;0
2023-05-01T18:16:32Z;QIU - QIU CHANNEL;liat anies    mukanya sombong;0
2023-05-01T18:10:55Z;Risdianto 81;sulawesi anis    ;0
2023-05-01T18:01:56Z;Selamat Manurung;dukung ganjar  tak mau dukung bapak politik identitas ;0
2023-05-01T17:54:09Z;NYONYA MENEER MANAGEMENT;kelihatanya allah  pak anies  menang   ;2
2023-05-01T17:52:43Z;NYONYA MENEER MANAGEMENT;jangan sampi kliru  jgn lupapak anies baswedan  insa allah  menang    ;0
2023-05-01T17:52:16Z;Ajik Suwastika;makin banyak makin semangat ya       ;0
2023-05-01T17:47:46Z;Nurwahyu Putra Alas Roban;saya pilih dan dukung yang asli pribumi bukan prodak pendatang imigran;1
2023-05-01T17:45:44Z;Chirom 12345;tetap pak anis is the best one   ;4
2023-05-01T17:34:30Z;Andri Hermansyah;anies presiden;0
2023-05-01T17:23:38Z;Endang Rohanda;gak mungkin milih capres petugas partai  kapok ;0
2023-05-01T17:08:14Z;Tasman 2105;mau  or  termasuk pak anies saya berani taruhan  or  gabung lawan pak anis pak anis pasti  menang asal kpu nya jujur   ;0
2023-05-01T17:02:36Z;S♤MP♡N;yg pasti yg bersangkutan pdi    br gua jamin akan nangis thn ini       ;0
2023-05-01T16:45:47Z;Bagas Aditya;anies cuma penggembira   ;0
2023-05-01T16:44:59Z;Fadhillah Hermawan;prediksi gue   br paslon    anies   ahy br paslon    prabowo   mahfud md br paslon    ganjar   puan;0
2023-05-01T16:37:37Z;Abdul Azhari;siapa pun presiden kedepan saya dukung asal jangan nambah utang negara  maluuuuu dikit dikit gutang  ;0
2023-05-01T16:30:38Z;ine asri;yg jelas ga akan milih anis dan puan ;0
2023-05-01T16:23:50Z;yakut Cholil;saya sih pak anies baswedan kalu prabowo atau ganjar sama aja tinggal lanjutkan kerja yg sekarang;0
2023-05-01T16:16:28Z;Melania Tiara;sudah pasti anies;0
2023-05-01T16:11:37Z;Christian Alfredo;hahahahaha     ayooo nguyuuuu  br hahahahaha     ayooo nguyuuuu br hahahahaha     ayooo nguyuuuu;0
2023-05-01T16:10:44Z;kahfi;pilih ganjar aja     br biar hutang indo tambah  triliun    br dari  pdi p aja  biar ekonomi indonesia meroket lagi  quot    br  semua harga meroket   br gaji pegwai  anggota dewan  meroket  ;0
2023-05-01T16:10:28Z;cho cho;mahfud   tgb bisa jadi kuda hitam   soalnya ke  calon yg ada  masing punya rekam jejak yg lumayan kurang baik;0
2023-05-01T15:51:11Z;bacot buzzer;gw aja gak peduli siapa yg bakal jd presiden  br gw aja gak peduli mau pemilu apa kagak  br gw aja gak peduli mereka mau ngapain kedepannya  br bodoamat ;0
2023-05-01T15:42:52Z;Abdul Aziz;hanya pak anies saja harapan rakyatl  yang lain gak penting     ;15
2023-05-08T22:09:51Z;FaizBauketek;kayanya keberadaan lu yang ngga penting;0
2023-05-03T19:01:26Z;Oktavariza Nuarlis;komunis berjubah muslim pada kepanasan   ;0
2023-05-02T16:17:11Z;June Abady;harapan rakyat khayangan      ;0
2023-05-02T13:58:31Z;Pecinta Qosidah;harapan rakyat ghaib  ;1
2023-05-01T15:41:07Z;Andri indi Maroko;ganjar gubernur daerah  anies gubernur istimewa jakarta  prabowo dari angkatan bersenjata memimpin daerah lbh mudah dari daripada ibu kota negara prabowo blm berhubungan dg rakyat siapa yah yg hrs kami pilih     ;0
2023-05-01T15:38:30Z;thadeus bie;asal jangan dari pdi p;0
2023-05-01T15:27:13Z;Santoso Santoso;kalau pak mafud yapres sy pilih pak mafud;0
2023-05-01T15:25:40Z;Santoso Santoso;di antara  capres gk ada yg sy pilih;0
2023-05-01T15:24:38Z;sinyo alfihdo;ganjar pdip bakal hattrick   ;0
2023-05-01T15:23:32Z;Darlina;akan  capres    br sesuai dengan pernyataan salah satu produk rokok  br kata nya   lu enak sekarang  banyak pilihan  br produk rokok ini sejak orde baru selalu menampilkan reklame pilitik nasional   br mereka oligarki yang sangat paham perkembangan politik nasional  br semua bisa diatur sesuai selera oligarki  br kapan pribumi merdeka dari jeratan oligarki    ;0
2023-05-01T15:22:41Z;imaji rupa;saya mau lihat  pimpinan partai merah gemetar dan menelan ludah karena kekalahan telak  amin  saya sendiri ga mau besok  sepanas  kemarin ada cebong kampret wkwkwkww biasa aja laah  politik ini  abu abu bro  mau pilih anies silahkan  mau pilih ganjar silahkan  saya sih pilih pak prabowo for   kenapa  karena saya suka membaca buku  dari sejarah dll  saya milih pak prabowo saja bro  karena kemarin saya mau pilih ganjar  tapi kok cara dapat tiketnya dari pimpinan partai merah dengan pembatalan pildun  saya jadi ga simpati bro;0
2023-05-01T15:17:02Z;Kk Ratuuu;capres sandiaga uno;0
2023-05-01T15:07:19Z;Caspel Be;klo ada  capres   maka yg di untungkan adalah anis  karna suara anis udh bulat  klo yg lainnya   br suaranya akn pecah  ;0
2023-05-01T15:07:10Z;PONTREN Arroudhoh lamaran;tumbangkan pdip di br sarang korupsi dan sarang pki adalah berada dipartai pdip  br pilih pak anis presiden ri ;1
2023-05-01T15:06:52Z;chanel mafia tegal;pilihan ada di hati kita masing;0
2023-05-01T15:05:55Z;Marwan supriyanto;kapok dapet petugas partai   br orang cerdas pilih anies prabowo  yg planga plongo pilih petugas partai  wkwk;1
2023-05-01T15:00:00Z;Firman Zld Family;ganjar yes;0
2023-05-01T14:59:27Z;Ketut Agus;pak ganjar pak prabowo  jdi dilema milihnya ;0
2023-05-01T14:59:06Z;Acong Tompomas;asal jgn pilih anis amit quot ni orng bodoh tolol pgn kkuasaan gk ada pnglmn krj mau nyapres;0
2023-05-01T14:55:46Z;Sugiono Inoac;aku tetap dukung ganjar pranowo jadi youtuber saja     prabowo ri ;0
2023-05-01T14:46:06Z;Tiger Noegroho;kira kira siapa paling banyak hafalan al qurannya  itu yg saya pilih;0
2023-05-01T14:40:32Z;Saefu Ahmad;yg pasti rakyat harus memilih yg terbaik  sudah jelas keturunannya jelas pendidikannya sudah jelas agamanya sudah jelas kinerjanya punya prestasi sejak dari sekolah sampai sekarang;1
2023-05-01T14:37:00Z;Juwoto ahmad;anis sudah di hati rakyat;0
2023-05-01T14:19:12Z;Crowne;pelajaran dari  periode presiden terakhir  mending pilih ketum parpol  biar dia yang ngarahin partai  bukan presiden yang diarahkan  ;0
2023-05-01T14:18:17Z;Surian Ti;jauhi ptgas partai  cari ptugas rakyat indonesia ;1
2023-05-01T14:18:13Z;Basbisbus Pisang rebus;pilihan ku pa anies  br mari orang orang yang normal kita pilih pa anies ;4
2023-05-01T14:13:35Z;Dimas Adhitama;puan maju biar dapet suara paling sedikit pasti malu;0
2023-05-01T14:10:30Z;Pojok Gunung Kendeng;semua netizen hrs tahu  siapapun  presiden  indonesia sampai kapanpun pasti trah raja jawa     siapapun yg bkn trah tsb jk nyapres dipastikan hy tumbal semata    br  sy pilih prabowo ;0
2023-05-01T14:09:44Z;na nanang;aki daus   th senior pdip re formasi sdh  th pdip sdh  de kade bnyk partai kontribusi apa yg sdh klian brikan utk ngri ini;0
2023-05-01T14:09:00Z;Julham Azwier;jangan adalagi yg pakai ijazah palsu  br  br yg penting bukan partai wong licik   br kapok mu kapan    br  br kita pilih capres  bukan petugas partai wong licik ;1
2023-05-01T14:05:48Z;Alvian Rimbang Pramudyo;prabowo for presiden        ;0
2023-05-01T14:03:47Z;AJ LBK;siapapun presidennya yang miskin tetap miskin makan cari sendiri   ;0
2023-05-01T14:00:46Z;Ricky Dyrga;atau gini aja biar enak  br  capres boleh  yg suara paling banyak jadi presiden  yg paling banyak no   jadi wapres ;0
2023-05-01T13:57:56Z;Ricky Dyrga;kalau q ya gak pak anis pak prabowo  pengen suasana baru  pemimpin baru  partai penguasa baru  uda cukup  tahun buat pdip  gantian donk  biar kami rakyat ingin merasakan perbedaan     br kalau pdip sampai  tahun memimpin apa bedanya dgn orde baru   tahun  br reformasi masih jilid ;0
2023-05-01T13:55:40Z;Topup Iman;tengelam partai yg jago korup dan capres nya    jgn sampai bansis di korup lagi    blm lagi harun masiku trtawa lepas skrng krn ada yg  quot  melindungi  quot   pilih pak agar partai terkorup di bubarkan  br begitu juga harun mssiku akan trrtangkap dan brrsuara;0
2023-05-01T13:54:05Z;Ali Ejr.;asal bukan banteng;0
2023-05-01T13:51:41Z;Zoya Mahreen;anies ajha;0
2023-05-01T13:50:17Z;Untung Suropati;au ah gelap;0
2023-05-01T13:33:46Z;vinita;terserahlah siapa aja yg ptg jgn anis;0
2023-05-01T13:22:53Z;Nana Oktaviani;ogah pilih kacung partai;0
2023-05-01T13:22:35Z;ahan;bukan seru tapi dibodohi;0
2023-05-01T13:19:49Z;julio;jangan dukung capres petugas partai yg gg tau salahnya nonton bokeppp  dan dukung pdi partai korup;0
2023-05-01T13:19:31Z;Akmal knapa mau di tonton klo tdk suka Akmal;anis   ;0
2023-05-01T13:10:17Z;Nur Ubaidillah;b pak h  anies rasyid baswedan  s e   m p p   ph d presidenku;0
2023-05-01T13:06:58Z;Faldi bae207;ganti presiden ganti juga bawahan;0
2023-05-01T13:04:27Z;Santanu Santanu;mau muntah pada rakus partai ya;0
2023-05-01T13:00:50Z;Arifin Noor;dari kota seribu sungai kota banjarmasin kal sel mendukung bapak anies baswedan titik;2
2023-05-01T12:59:41Z;Suparlan Segaran;mestinya puan maharani dr pdip trah bungkarno pewaris tahta    diganti saja ganjar ;0
2023-05-01T12:58:40Z;Denmase Haryanto;pd jaman orba  partai merah  pdi  hampir selalu berseberangan dgn partai hijau  p  yg ber religi penengahnya adalah golkar  sekarang kok akur  aku malah curiga  dan tdk akan memilihnya ;1
2023-05-01T12:54:37Z;Yuspianur Yuspianur;tidak pada pdi tidak pada ganjar;0
2023-05-01T12:53:32Z;Syahrudin Wahab;harapan saya minimal ada  calon    biar seru    rakyat juga banyak pilihan;1
2023-05-01T12:52:43Z;rahman a;bukannya opp dan pan sdh gabung ke pdi ;0
2023-05-01T12:52:20Z;Maung Kulon;gw pilih yg punya program ok oc ;0
2023-05-01T12:45:03Z;Murdayana 08;prabowo anis   gabung tak terkalahkan;0
2023-05-01T12:31:28Z;Eddy K;pres  anis atau prabowo  ini asli petugas rakyat  ;57
2023-05-09T05:08:52Z;Reser Gaming;silahkan kallian gontok gontokan   pendukung jokowi full akan pindah ke pak ganjar    ;0
2023-05-09T04:48:24Z;Groxinia•;   jenar trs jawa lagi gitu  wkwk;0
2023-05-09T02:52:44Z;Air Langga;  emak yg capres dan cawapres nya bukan anis  hanya manusia satu itu yg namanya anis yg tdk layak jd pejabat nagara ;0
2023-05-09T02:49:51Z;Air Langga;  husband kadrun keluar lg  klo ada pemilu datang kartun quot  pada keluar kalian itu bisa apa  ;0
2023-05-09T02:48:43Z;Air Langga;ya alloh  anis kok di sebut sebut petugas rakyat di sejajarkan prabowo ya jauh anis sama pak prabowo anis itu hanya pandai bicara tapi tdk bisa merealisasikan apa yg di katakan nya tdk pandai bekerja anis itu      ;0
2023-05-01T12:29:56Z;Murlinah Munigar;aku pilih pemimpin negeriku indonesia tercinta  milik ibu pertiwi haruslah putra terbaik indonesia  bukan keturunan asing apalagi penganut politik identitas saya pilih yg rekam jejaknya baik   pranowo       ;0
2023-05-01T12:28:33Z;Pangkalan Jogja;semoga beneran  deh  bosen klo  terus;0
2023-05-01T12:24:08Z;Dul Dulgun;perlu perubahan untuk menuju masa depan;0
2023-05-01T12:23:38Z;Hati Murni;awas hati  apapun ditempuh demi mengamankan program  rezim yg sudah ada dan melanjutkan;0
2023-05-01T12:23:15Z;Lucy;mantap  makin bnyk pilihan  lebih bagus  kl cuma  bahaya  bs ada perpecahan;0
2023-05-01T12:21:47Z;Matngali Harianto;pilihan terbaik saat ini adalah bp anis rasyid baswedan   br mari kita dukung untuk kebaikan nkri ;6
2023-05-01T12:56:59Z;putra Ankara murka;gassss bang dukung anies  ;2
2023-05-01T12:20:47Z;Langit Biru;pak sby berakhir jabatan nya dngn tenang    br jokowi masa jabatan mau berakhir kok keliatan kawatir    br       ;0
2023-05-01T12:18:42Z;Jaka Gledek;blm ada capres visi misi untuk rakyat nya semuanya dpt pekerjaan dinkri nya secara mudah;0
2023-05-01T12:15:15Z;Jeffry;pilih yg bukan petugas partai  br siapapun asalkan bukan petugas partai  br  br jagn siasiakan suara anda yg bikin petugas partai menang   br  br tidak memilih dia  tapi dia yg bakal menang  akan kah terjadi    ;0
2023-05-01T12:04:26Z;yayan alfian;duet ganjar puan indonesia maju  ;0
2023-05-01T11:58:28Z;sarana dakwah Islam official;strategi mecaj suara muslim;0
2023-05-01T11:57:42Z;dozz;nanti kalau sudah jadi presiden banjir di jawa tengah gampang di atasi  seperti janji yang dulu  kalau sudah jadi presiden banjir di jakarta gampang di atasi ;0
2023-05-01T11:54:56Z;Arie Kurniawan;inget sodaraku cukup presiden kita yg ke  aja yg asalnya dri bnteng;0
2023-05-01T11:48:10Z;tidak tau;prabowo presiden;0
2023-05-01T11:40:41Z;Tri Arga Tanjung;partai lambang ka   bah  yg ente dukung  yg anti islam  maluin aja  kwalat ente  ;0
2023-05-01T11:34:58Z;Syahroem Efendhy m;ganjar     ajalah;0
2023-05-01T11:34:58Z;Papalentera;pejabat pendukung kkb  pejabat koruptor  baik di papua maupun di seluruh indonesia adalah penyubur tindakan makar di seluruh indonesia  karena itu harus diangkut dan diperangi tni polri  kpk  pejabat jujur  penegak keadilan  dan seluruh masyarakat indonesia yang mendambakan nkri maju  aman  adil  makmur  dan mencapai masa keemasan dan kekayaan indonesia ;0
2023-05-01T11:26:09Z;Juanda Ottodinata Linggabuana;pdip   ppp   ganjar   sandiaga br gerindra   pkb   prabowo   mahfud  br nasdem demokrat pks   anis   ahy br golkar   pan   ridwan kamil   erick t br ini komposisi seru pilpres  br golkar pan  mau menang mau kalah woles aja menang jadi presiden dan wapres kalah masuk koalisi ;0
2023-05-01T11:20:37Z;Azziz Lucky;sy dukung ganjar untuk nyungseb;0
2023-05-01T11:18:26Z;Jajang Juli;semoga yang jadi president tdk diatur  oleh oligarki  tp mengatur ologarki;0
2023-05-01T11:18:18Z;kawulo_4lit;alhamdulillah semoga bemer  ada  kandidat capres supaya rakyat lebih leluasa memilih jagoan ya;0
2023-05-01T11:17:05Z;Asis Marsuki;siap jagoanku anis;0
2023-05-01T11:17:03Z;Subur Ubuy;pilih capres jgn yg pintar ngomong dan banyak teori tpi ga bsa krj   asli pribumi pertiwi     pro rakyat    cinta nkri   tegas dan jujur ;4
2023-05-06T01:14:32Z;Subur Ubuy;  ahmad wkwkwk   ;0
2023-05-05T13:59:34Z;Juwoto ahmad;  ubuy kadrun nggak apa apa yang penting bukan cebong;1
2023-05-05T13:19:46Z;Nikko Hoshi;  ubuy wkwkwk;0
2023-05-05T13:17:08Z;Subur Ubuy;  hoshi ya pasti bnyk tpi bkn ras kadrun;1
2023-05-05T13:05:55Z;Nikko Hoshi;hilih asli pribumi pertiwi  padahal banyak ras campuran yg bikin prestasi buat indonesia;1
2023-05-01T10:54:45Z;Keisa Alyah;jangan lagi pilih petugas partai  ungkapan jumawa dari seorang ketum br    ;0
2023-05-01T10:41:50Z;PEMILU 2024;pan golkar usung mardigu wowik;0
2023-05-01T10:38:28Z;Winanto Jr;masih lama jadi belum jelas yang kita dukung berat ;0
2023-05-01T10:30:28Z;Rino Rino;tetaplah prabowo  yg nasionalis dan pancasilais  kalo yg lain takut nanti pancasila diganti trisila  yg lebih ngeri nanti presidennya sibuk ngurusin partainya karena cuma jadi petugas partai  jd gk sempat ngurusin bangsa dan negara   ;3
2023-05-02T16:19:03Z;Daeng Manye;pak anies dipecat jd menteri karena ingin mengembalikan pelajaran pancasila disekolah kalo ps selama jadi menteri usul tentang itu sj kagak  ;0
2023-05-01T10:28:43Z;kuliner makanan;ayooo semua media merapat ke pdip bagi uang yg sangat besar buat semua media     lumayan bisa kaya dikit lah;0
2023-05-01T10:24:16Z;Ade Romansyah;pak anies is the best  ;0
2023-05-01T10:21:02Z;adi tia;aku ga bakal pilih ganjar karna aku yakin ganjar tu pasti kalau dah jadi setiap ambil keputusa tidak di pertimbangkan untung dan ruginya  bangsa  cuma menurut hatinya sendiri;0
2023-05-01T10:19:15Z;isak maligana;pemilih ppp gak bakalan pilih ganjar;0
2023-05-01T10:14:03Z;Suw Ardi;politik memecah suara sdh dikumandangkan sejak adanya calon yg dianggap bisa menggulingkan tahta kekuasaan  maka jgn hrn bl penggerogotan uang negara semakin menggila  ;0
2023-05-01T10:11:49Z;Nani Suryani;tumbangakan di  kpl banteng dah cukup kenyang rakyat mkn ke sengsaran pelaturan pelaturan yng td mask akal ;0
2023-05-01T10:04:02Z;ALI YA ALI;ganj r mahfud      ;1
2023-05-01T09:59:57Z;Aripin Jalil;capres yang ke  sandiaga uno ini lah bakal presiden ;0
2023-05-01T09:49:09Z;Adi Baturaja;sudahlah pan sama ppp partai penakut bersembunyi di bawa ketiak pdi;0
2023-05-01T09:47:41Z;Sukarna Emed;kunci utama di kpu  bila perhitungan akhir suara pemilih di curangi  pasti yg didukung rakyat kalah lagi ;0
2023-05-01T09:45:03Z;Renold kirihio Kirihio;prabowo yg layak the next ri    ;1
2023-05-01T09:44:58Z;Deddy Hauteas;ganjar pranowo    pilihan saya salam juang dari ntt  ;0
2023-05-01T09:31:35Z;Tanah Airbeta;presidwn kok kayak gitu emang tdk ada yg rambutnya gak putih ;0
2023-05-01T09:29:34Z;agus sunarjo;saya sangat senang sebagai masyarakat biar ramai dan happy tidak seperti dulu saling curiga dan adu domba     br  br  br ganjar denga puan  br anis   terserah  br prabowo   mahfud   sandi  br sandi   zulkily hasan    br  br  br ini cocooook    dari pada seperti sekarang  th gaduuuuuuuuuh saja   tidak jelas  ;0
2023-05-01T09:24:47Z;Ami Surajan;jangan yg menang dari gabungan ppp dan golkar ;0
2023-05-01T09:15:13Z;BUYUT JIMAN CHANNEL;prabowo insyaallah menang      prabowo pilihanku   mantap      ;0
2023-05-01T09:14:47Z;singo jankars;golput;0
2023-05-01T09:14:25Z;Rohim Surya;rakyat yang waras pasti gak mikih boneka banteng;0
2023-05-01T09:13:55Z;kenzo;berdasarkan segi spiritual aura terkuat  prabowo   anies saja;2
2023-05-01T09:02:32Z;Nia Damanik;masi ada kah yg mau banteng lagi     ;0
2023-05-01T09:01:45Z;Anggi p;yang jelas cmn tiga cukup  kalo ada sesuatu cmn dua;0
2023-05-01T09:00:00Z;Puji Anto;ada  calon tapi di putaran dua tinggal  prabowo v ganjar;0
2023-05-01T08:52:32Z;Akbar Satrio;praboro kalau gk nganis kalau kata tempat kami;0
2023-05-01T08:49:07Z;Dony Priatna;asal jangan pdip;0
2023-05-01T08:47:46Z;iwan setiawan;kalo aku maa yg mau jd pesuruh rakyat dr pada petugas  ;0
2023-05-01T08:37:57Z;Aswar Ayi;jangan terkesima  apa ada capres yang punya janji hukuman mati korupsi ;0
2023-05-01T08:22:33Z;Rahmad Syah;ku pingin perubahan besar utk nwgri ini  ya pak anies    kita negri kaya sda dr nikel migas timah boksit emas batubara dll byk lahan baru dgn lautan hutan yg mantul bis hasilkan ribuan t  hingga kini tkda kemakmuran rakyat yg fakta  bbm naik sembako jlasnaik  jgn sampai lagi   cina oligarki dan mafia sda yg nikmati kkayaan negri ini  makmurkan rakyat dgn kkayaan sda negri ini   slm nkri;7
2023-05-01T08:14:05Z;Hergi;biaya polres bebbankan ke capres aja   jgn pake apbn        br biaya pilpres mending buat buat jalan rakyat       ;0
2023-05-01T08:10:20Z;ali Susanto;sebenarnya kali ini aku lebih memilih dari siapa orang yangbisa menyelesaikan penggelapan uang negara yang gedek  tapi sepertinya mustahil sih quot  ;0
2023-05-01T08:06:56Z;مُخلِص رِفَاعِي;adakah capres yang nantinya punya misi yaitu menghukum para koruptor dengan hukuman mati ;0
2023-05-01T08:05:04Z;Gunawan Hadi;yang  bakal tereliminasi oleh alam karena bukan orang partai;0
2023-05-01T07:33:02Z;Suwardi Ardisuryo;kemandirian  tunjukkn bahwa kita mampu ut membangun  negeri ini  buat parpol katakn stop jadi boneka ;0
2023-05-01T07:28:06Z;Yeyen Moreno;kurang banyak harusnya calonnya  biar pilpres nya thn nggak kelar     ;0
2023-05-01T07:15:10Z;Ade Rudi;semakin banyak capres semakin besar kemenangan pdip ;0
2023-05-01T10:28:38Z;Ade Rudi;  maronjiklu pdip pemilih militan bisa mencapai  lebih pemilih    dibagi  capres  pdip tetap unggul  tp klu capresnya cuma  umpama ganjar vs anis  anis pasti unggul itu mungkin bisa ya bisa tidak ;0
2023-05-01T07:30:57Z;mawang maronji;emang kenapa jadi menang pdip  ;0
2023-05-01T07:04:57Z;AkuNail;bagusnua  capres  ;0
2023-05-01T06:59:53Z;Amin Karnadi;bandit  dan bajingan  dlm negara sudah mulai stress mrk bingung siapa yg bakal capres melawan anies krn elektabilitas nya msh di bawah anies   anies capres the best       ;1
2023-05-01T06:37:07Z;Sasak adi;prabowo for president of ri;0
2023-05-01T06:28:45Z;Azrul Azis;drpd milih pelayan partai mendingan milih pelayan restoran bodynya semok    ;0
2023-05-01T06:26:35Z;Ahmad Ghazali; capres di ibaratkan  kuda berpacu  kuda ada penunggangnya satu kuda tdk ada penung gangnya   lihat;0
2023-05-01T06:04:27Z;m boerhanuddin;gk apa     ato lebih calon     semua di biayai negara    jadi gk masalah    ;0
2023-05-01T06:04:20Z;HAMDANI HAMDANI;keluarga besar sy pilih yg benar benar janji y di tepati  siapa lg klw bkn bpk anies    ;16
2023-05-01T05:58:22Z;Ronaldo Dodo;aku pilih yg memiliki partai  bukan yg jadi petugas partai maupun pesuruh ormas   ;0
2023-05-01T05:53:51Z;adam kusuma ningrat;yg penting jgn orang yaman yg jd pemimpin di negeri ini ;0
