publishedAt;authorDisplayName;text;likeCount
2023-05-04T13:23:44Z;Fredy Sutikno;tidak pilih kadrun jakarta  br tidak pilih yg gagalin pildun br dan tak pilih calon yg diusung partai merah ;0
2023-05-04T13:23:28Z;Adi muylono;hati pilihan capres adalah hal yg menentukan nasib diri sndiri  bangsa dan negara  salah pilih bsa berakibat fatal;0
2023-05-04T13:18:58Z;IMM CHANNEL OFFICAL;prabowo subianto presiden   biar kuat para tni  amp  polri  prabowo subianto presiden            ;0
2023-05-04T13:15:25Z;ra genah🖕;jangan pilih partaii pengusungg sarang koruptorr   ;0
2023-05-04T13:01:13Z;MAGER BACA;asalkan jgn si merah;0
2023-05-04T12:47:14Z;Asep Purwoko;yg bilang petugas partai fix itu kadrun;0
2023-05-04T12:40:44Z;Supri ono;saudaraku sebangsa dan setanah air  silahkan pilih pemimpin kita  yg penting jangan dari pdip  kita semua sudah merasakan dipimpin pdip  rakyat sangat tercekik dg kebijakannya ;0
2023-05-04T12:06:55Z;Indra Ashadi;percuma ada capres  banyak  tapi kualitas calonnya ga bermutu  pilihlah yg berkualitas dan jujur dlm memimpin ;0
2023-05-04T11:58:34Z;Suhernani Wahyudi;bagus lah kl ada  capres jd kemungkinan kecurangan bisa di minimalisir;0
2023-05-04T11:54:10Z;Ferdnand Manossoh;capres nya     p prabowo   ganjar   aerlangga  koalisi perubahan bubar krn logistik;0
2023-05-04T11:47:13Z;Sus Kurdi;yg jelas masyarakat ingin hidup yg nyaman ekonomi yg bagus  tdk harus muluk ;0
2023-05-04T11:45:08Z;Joko Suhermanto;sampaikan kepada sahabat dan keluarga untuk memilih pemimpin yang memperjuangkan kepentingan rakyat bukan karena paket sembako  br  br bismillah allahu akbar  br letnan jenderal tni  purn   prabowo subianto  presiden    br  br  a href   id m wikipedia org wiki prabowo subianto   id m wikipedia org wiki prabowo subianto  a ;0
2023-05-04T11:35:57Z;MOH. OI;aku se sulawesi pilih anis yg terbaik dari semua nya;1
2023-05-04T11:35:01Z;Bebas Bersuara; anies juara br  banteng tumbang br  br haram pilih pemimpin dari kandang banteng ;0
2023-05-04T11:25:10Z;I Am;aslinya satu capres   lihat aja waktunya  mau lu di benci negara kalo lancang nyapresin;0
2023-05-04T11:13:13Z;Siti Jenar;ganjar pranowo the presiden    bukan yg haus kekuasan plecidenan spt wowo yg gagal mulu  apalagi anies yg sudah rungsep liat kerjanya keq t i di jakarta;0
2023-05-04T11:04:56Z;Kang Wahyu;koalisi nasdem pks dan demokrat tak kan terkalahkan ;0
2023-05-04T11:02:21Z;Anies AR;wagu;0
2023-05-04T10:52:36Z;Mudin Mudin;tetep anis          br  br  br  br  br  br  br  yang kalah    ;0
2023-05-04T10:45:10Z;Asep Sopiyan;siapapun persidenya sama aja  tetep rakyat yg di luar negri susah  mau perpanjang paspor susah apalagi tki malesia menyedihkan;0
2023-05-04T10:40:31Z;Nduk Sae;saatnya membuktikan ramalan gusdur      ;0
2023-05-04T10:22:18Z;Sigit Budiarto;aku cenderung pak prabowo atau pak anies   ;0
2023-05-04T10:22:06Z;president al-hisab;gw mau pilih jendral andika perkasa;0
2023-05-04T10:05:01Z;Salikin tawireja;bebas memilih asal jangan petugas partai;0
2023-05-04T09:47:39Z;maman rohman;ganjar pasti menang bila diduetkan dg kakek sugiono;0
2023-05-04T09:16:24Z;Azkia Kia;ya bagus lah menurut saya  karna kita rakyat bs memilih lbh banyak lagi  ngga cmn  membosan kan ;0
2023-05-04T09:08:09Z;BALMON;saya prabowo kalian terserah    ;2
2023-05-04T08:50:43Z;Endih Herawandih;bagus kalau banyak pilihan   br kalau ada  capres akan mendekati ideal  karena nanti akan banyak kesempatan pada masyarakat untuk berpikir positif;0
2023-05-04T08:39:29Z;Andrianho Justin;pasti ridwan kamil  ;0
2023-05-04T08:22:22Z;Sumase pro;pak anis presiden  aamiin;0
2023-05-04T08:09:59Z;Triadi Al Bughury;mungkin bung giring;0
2023-05-04T08:08:36Z;said;si tukang vlog yt ogah gue pilih artis yt penuh drama;0
2023-05-04T08:02:54Z;sos survival;siapapun presiden nya  jangan sampe dari parai pdip  absurd  ogah banget dah nyoblos dari partai pdip ;0
2023-05-04T07:58:10Z;Monyeng Icha;saya pilih yang asli pribumi bukan produk asing misala yaman;0
2023-05-04T07:44:54Z;Zaenal Abidin;ganjar is the best;0
2023-05-04T07:39:20Z;Ikan Cupang;mimpi lo njar;0
2023-05-04T07:31:00Z;Lahah Bae;petugas rakyat aman   hhhe;0
2023-05-04T07:15:52Z;ASFA TV;saya pilih bambang pacul cs karena petugas partai;0
2023-05-04T07:05:40Z;Usman Areng135;prabowo  ajalah;0
2023-05-04T07:01:59Z;Gunawan Wsb;saya pilih yg ada pkb nya;0
2023-05-04T06:59:53Z;dani 72;kardus   gembok udah fix menang si        ;0
2023-05-04T06:51:19Z;Marky Helentz;saya pilih satrio piningit keturunan prabu siliwangi;0
2023-05-04T06:44:49Z;LIMA EMPAT;saya tidak mau memilih gnjar karena dia ada dibawah kekuasaan mega wati dan jokowi mereka tiga itu adalah boneka pdip  ;0
2023-05-04T06:28:49Z;Trisno rizki priyadi Maun;prabowo subianto insya allah yg benar quot  ikhlas terhadap rakyat dan memang merakyat    sosok kepemimpinan ada d bapak prabowo subianto   kalau capres yg tetangga sebelah itu antik quot  politik   hati quot  orang yg cerdas jangan salah memilih;0
2023-05-04T06:18:51Z;Bagus Handika;ganjar tidak bisa dibendung    tinggal nunggu pelantikan aja nich    ;0
2023-05-04T06:14:37Z;Hermansyah Aja;setuju banget   capres;1
2023-05-04T06:13:42Z;Rafa Restu;ganjar pranowo pilihan saya;0
2023-05-04T06:08:34Z;Alex Petrus;kalian harus cerdas ganjar di deklarasikan capres oleh mak banteng sbg petugas partai bukan petugas yg mewakili rakyat kalian cerdas sikit aja gk usah banyak  amp jgn goublok sprti masyrakat jawa;0
2023-05-04T06:02:53Z;Ahonk cah jeporo;prabowo  biar preman begal   di basmi;0
2023-05-04T06:02:47Z;Rahmat Alfado;pak andika perkasa;0
2023-05-04T05:46:22Z;Saki Saku;rambut putih;0
2023-05-04T05:45:29Z;Andri Yuliastono;betul sekali jangan pilih petugas partai   boneka;0
2023-05-04T05:43:40Z;Noah tv pasti oye hasibuan;ahok;0
2023-05-04T05:42:00Z;Abdullah Dullah;sangat disayangkan pak ganjar diusung sama nene nene ;0
2023-05-04T05:41:46Z;Keluarga Rafal_Rufi;pilih yg jelas bisa kerja aja   cukup pak ganjar vs pak prabowo   yg dicalonkan     yg lainnya   cm bikin ruwet aja;0
2023-05-04T05:30:48Z;Muh Roni;petugas rakyat bos pilihanku;0
2023-05-04T05:22:40Z;setiawan pamungkas;menurut saya gpp banyak capres   yg penting capresnya jangan anga ongo  jangan lala lolo  apa lagi suka bokep    ;0
2023-05-04T05:19:04Z;Dewa Oka Adi Nata;ganjar  ;0
2023-05-04T05:18:11Z;ABD HAMID;saya pilih orangya pilih satu kali langsung jadi sebagaimana sayapili jokowi  kali menang makanya kemana jokowi disitulah yang menang amin ;0
2023-05-04T05:12:16Z;oky dasuki;kalo puan maharani maju dari pdip masyarakat siap dukung kalo yg lain ogah  ;0
2023-05-04T05:04:57Z;арик ханиф;ogah ah yang berbau banteng  mending kalau ngga anis prabowo;0
2023-05-04T05:01:26Z;Nurdin Demeng;asal jgn pilih yg ber bau bau banteng saya mah  pengen perubahan ;0
2023-05-04T04:56:45Z;Hariadie MZR;hahahaha mantap klu bisa masing quot  partai punya capres dan cawapresnya ;0
2023-05-04T04:48:12Z;Mutiara Ponsel;biar peluang yg saya jagokan menang mutlak ;0
2023-05-04T04:46:52Z;Mutiara Ponsel;lebih banyak lebih baik ;0
2023-05-04T04:36:03Z;Kadalireng; cawapres suara terbagi  dri partai mana suara terbanyak masyarakat  klo menurut gw pdi yg paling banyak  pasti dari pdi yg unggul lagi   ;0
2023-05-04T04:34:05Z;Kadalireng;yang menang mah gak bakal jauh  pasti dri pdip   ;0
2023-05-04T04:24:48Z;MOCHAMMAD SYUFRI;pilih presiden yg bukan petugas partai  tetapi presiden yg bekerja untuk kepentingan negara dan rakyat indonesia ;3
2023-05-04T04:18:57Z;litarso anggara;mmng prabowo nyalon sama sugianto;0
2023-05-04T04:06:25Z;Nia Nia;bukan  sesumbar hanya harapan  anies menang satu putaran    logika saya anieslah yg terbaik meliputi berbagi aspek      ;2
2023-05-04T04:05:49Z;Jhvg Guvbmk;berapapun capresnya    asal pak anis ada  pilihan terbaik dia  pilpresnya masih menyediakan pilihan terbaik   ok;1
2023-05-04T04:04:32Z;Sigit Rahadi;aku ra ngurus ra penting   ;0
2023-05-04T03:52:25Z;Abby Meld;ganjar mahfut ok juga;0
2023-05-04T03:51:28Z;Abby Meld;prabowo ganjar pasti baik untuk indonesia   penting bukan petugas onta;0
2023-05-04T03:50:21Z;intix xxp;sama punya aib buat masyarakat  br  naturalisasi br  piala dunia br  tim mawar br  kira kira apa ya   ;0
2023-05-04T03:46:20Z;Faiqms337 Faiqms337;kok giring gak nongol;0
2023-05-04T03:31:47Z;nuril Hidayati;ada partai yg usung pak mahfud sama nadjwa sihab  al in gue;0
2023-05-04T03:23:40Z;Inayatus sholihah;pilih presiden yg bekerja dari hati  bukan dari bisikan ketua partai  apalagi bisikan maklampir ;0
2023-05-04T03:18:29Z;Hendrik;s hienrich komentar publik indonesia ramah  br komentar merespon kepada pemerintah untuk publik adalah sangat bagus karena jika capresnya  br hanya satu atau dua dengan sendirinya ada pro dan kontra  br pemerintah sangat bagus untuk membentuk capres lebih dari tiga capres  itu adalah harapan publik  br komentar posting survey  dan posting  br  semoga capres lebih dari tiga capres  br sekian komentar selebrity populairity official menambahkan  br terimakasih  br top super chat join community guidelines  br salam kompas tv  okey  ;0
2023-05-04T03:14:23Z;MEDIA HBG Indonesia;kasian partai perindo demokrat hanura di bungsukan   ;0
2023-05-04T03:05:40Z;David Siregar;ppp dan pdi perjuangan sdh berkoalisi  selanjutnya ada hanura  dan tinggal menunggu partai golkar dan pan  jika pan dan golkar berkoalisi mendukung pakde ganjar pranowo  maka hanya ada  calon kandidat capres dan cawapres di pilpres  mendatang  krn kib sdh bersatu  br  br gp di pilpres  mendatang  ;11
2023-05-10T07:24:51Z;David Siregar;  priyono  br setiap warga negara berhak menentukan pilihannya masing masing  jika kmu ngga mau memilih pakde ganjar pranowo hanya krn beliau dari partai banteng yaa silahkan saja  mungkin mas isan sdh pnya pilihannya sendiri  kmu mau pilih pak anies atau pak prabowo subianto silahkan ngga mau milih atau golput juga silahkan mas  lah wong itu kan terserah kmu sendiri  gitu aja kok repot mas;1
2023-05-10T07:17:40Z;isan Priyono;emoh milih  dari partai ma banteng kapookkkk   sengsara   autcorcing di mana mana   kembalikan hak hak pekerja  yang sudah lama di rebut oleh ma banteng;1
2023-05-09T08:44:58Z;David Siregar;  alfuadi  br  ;1
2023-05-09T08:44:37Z;David Siregar;  langga  br betul bngt bro;1
2023-05-09T08:43:32Z;David Siregar;  bador  br hahaha    betul itu mas bro  ;2
2023-05-04T03:03:28Z;Ismi Wulandari;nggak milih petugas partai  milih pak anis dan ahy aja  cerdas     ganteng    santun smg tdk membohongi rakyat;3
2023-05-09T17:48:44Z;Ardianto;ganteng dijadiin indikatorr    pantes negara ini ga maju kalo pemilihnya ginian;1
2023-05-04T03:00:45Z;Mukhlas Sedayu;mantap bikin tambah demokratis  bisa membandingkan antara yg cuma  pencitraan atau yg benar kerja ;0
2023-05-04T02:46:07Z;Bakki Hanma;ngabisin duit ujung ujungnya kita tau siapa yg akan menang    ;0
2023-05-04T02:46:06Z;kucing anyut;siapapun orangnya  siapapun capresnya  perlu diingat setiap kebijakan mutlak ada ditangan ketua umum partai tersebut  seperti yang sudah sudah  ;0
2023-05-04T02:45:48Z;Adem Maknyess;betul sya juga akan pilih petugas rakyat   pak anis  ;1
2023-05-04T02:41:20Z;Prof. dr. ir. Kim Jung-Kook, Lc., M.Ag., M.H.I.;gw dukung mahfud md yg lain kagak dulu;0
2023-05-04T02:34:39Z;A.ha_official12; no banteng  pilih bukan petugas partai;0
2023-05-04T02:27:57Z;Nussadua official;ganjar asli yang lain palsu;0
2023-05-04T02:06:02Z;Ritno Ritno;aku memilih ri  yg tidak di atur parte penguasa;0
2023-05-04T01:57:58Z;prayoga channel;saya akan mendukung yg berani mendukung pak mahmud md jadi capres cawapres;0
2023-05-04T01:55:44Z;C.D.P;asal gak politik memecah belah dan politik identitas kaya pemilu lalu ok lah;0
2023-05-04T01:45:51Z;Ira Hendarwati;pak anies is the best    ;1
2023-05-04T01:25:11Z;Didin Burhanudin;ingat ganjar    ingat bola usia  ;0
2023-05-04T01:18:22Z;JUPRI JUPRI;tetap p ganjar lah yg dekat dengan rakyat  smg p ganjar tetap amanah dlm mengemban tugas negara       ;1
2023-05-09T07:13:04Z;Much. Faisal Hafiz;males ah kalo dari partai merah;0
2023-05-04T01:15:39Z;Deddy Al-Amin;baguuss  lebih dr  pasangn capres cawapres;0
2023-05-04T01:09:15Z;Saiful Ummah;saya si    prabowo subianto    dia orangnya ikhlas  ngabdi untuk negara indonesia    klu orang ikhlas    insya    allah amanah;24
2023-05-09T05:31:10Z;Jagoan Emak;  udayana oposisi lbh ke kritik n solusi   br tpi klo kbinet bisa kritik ngsih solusi dn bertindak   itulh keikhlsan prabowo demi negara;0
2023-05-06T14:57:28Z;Saiful Ummah;  udayana itu juga kemauhan presiden brow;0
2023-05-06T14:56:12Z;Saiful Ummah;  udayana karna dia bener quot  ngabdi ke negara brow;0
2023-05-05T13:19:33Z;Waskita Udayana;  jenar kalau mau mengabdi kepada negara tidak perlu masuk kabinet  cukup jadi oposisi aja ;0
2023-05-05T09:12:46Z;Suryo Jenar;  udayana itu lah cara mengapdi ke negara ;0
2023-05-04T01:07:21Z;Enzo Al Rizky;prabowo  ;0
2023-05-04T00:56:58Z;Ruspandi Didi;pdip dah banyak aibnya  tidak ada yang harus dibanggain  yang ada kecewa ;0
2023-05-04T00:46:11Z;Dwiyono Yono;yang penting ojo saling bertengkar;0
2023-05-04T00:34:45Z;Wijaya Kusuma;saya berdoa bpk haji prabowo menjadi presidant ri sya tidak pilih kalau presidennya yg diatur sama partai kasihan contohnya udah ada    ;0
2023-05-04T00:29:09Z;Ridho Mnk;beras habis duit tak ada kerja tak ada utang tak di kasi solusi nya apa ;0
2023-05-04T00:26:31Z;Falding Paper Art;prabowo x br banteng x br partai islam bersatu;0
2023-05-03T23:03:45Z;Agus Dwiyanto;capresnya masih kurang nama rizal ramli  amin rais;0
2023-05-03T22:56:27Z;Aulia Hasan;anies baswedan dong;0
2023-05-03T22:32:32Z;Tone Jarjit;ganjar prabowo   br anies pinter ngomong doang kerja nihil;0
2023-05-03T22:21:43Z;Abdi Kusuma;say no to pdi  cmn pak jokowi yg bagus di pdi ;0
2023-05-03T22:10:58Z;Zenal Muttaqin;alhamdulillah mudahan semakin bertambah capres nya biar kerasa demokrasi nya   ;0
2023-05-03T21:05:47Z;YatnaSE; a href   youtu be kxns gwg   youtu be kxns gwg  a ;0
2023-05-03T20:57:28Z;Sibur Sibur;perbanyak jugalah calon pecah suara achirnya anis naik;0
2023-05-03T20:12:32Z;Kata Bijak;saya tidak pernah berduli siapa presiden nya  karena mereka orang pintar semua  br tapi     jangan pernah pilih pemimpin yang kampanye nya mengatas namakan agama   br karena agama aja berani buat bermain yang jelas quot  dari tuhan kita  apa lagi rakyatnya    ;0
2023-05-03T20:08:20Z;newbie scaperrr;bisa tiga putaran nih   habis dong duit rakyat cuma buat pilpres  amsyong dah;0
2023-05-03T18:35:24Z;Ade Olid;yo ndak tau kok tanya saya;0
2023-05-03T18:12:33Z;Lunik Pipik;anies terbaik tahun ;0
2023-05-03T17:45:41Z;Ara kte90;ppp dukung ganjar tp sluruh rkyat indo milih anis ;0
2023-05-03T17:25:17Z;Syarif Hidayatulloh;kalo  capres ngk kayak nya    br tapi kalo  capres bisa terjadi br karna demokrat dukung anies   br ppp dukung ganjar   br kayaknya pendukung prabowo pecah ke  capres   ganjar dan anies  br mungkin bisa terjadi  capres bsk    br karna masing partai pingin dapat jatah kursi  hehehe;0
2023-05-03T17:14:26Z;Aing Rounin;ganjar namanya udah bagus  tp      taulah ya   br  br gw mah pilih yang satu nya deh;0
2023-05-03T17:06:38Z;Johanes Anawaru;prabowo mahmud ;0
2023-05-03T17:05:48Z;Hokinada;semua jg petugas partai  tp saya memilih petugas partai yg ditugaskan utk memberikan amanah yg terbaik utk negara    ganjar yes  ;0
2023-05-03T17:03:25Z;FALWAE Channel;no banteng head;0
2023-05-03T17:02:21Z;Widya ningsih;yaelah mak banteng belum ke tanah aja lu  smoga kalah partai lu  amp  lu  amp  puan kena stuck;0
2023-05-03T16:54:51Z;Karman Ajaaa;petugas partai kebanyakan muka polos keliatan baek br tapi sayang cukup  periode yg mimpin petugas partai;0
2023-05-03T16:49:15Z;Ade bagus Maulana;kalo kita pilih ganjar pranowo sama aja kita menonton pinokio jilid ;1
2023-05-03T16:48:02Z;Teguh Haryono;lagi nunggu mbah mbah daftar presiden  ;0
2023-05-03T16:40:16Z;Alfarest Ifankha;satu   y giring  ;0
2023-05-03T16:28:33Z;baRynd;ganjar  wkwk;0
2023-05-03T16:11:05Z;agus purwoto;kita sdh dapat pelajaran thn dg jokowi     pilih ganjar   ya samimawon dg sekarang ini  ganjar  ya jokowi    jokowi  ya   megs    mega  ya  ganjar     maka lengkaplah penderitaan anak bangsa ini    ingak  ingak       trims;0
2023-05-03T15:53:42Z;TEMARAM;nasdem sdh deklarasi dukung ganjar;0
2023-05-03T15:52:34Z;wong jowo;in sya allah pak anies menang  putaran    ;6
2023-05-03T15:14:05Z;Arbreak cell;la puan gimana  gak jadi ;0
2023-05-03T15:11:35Z;Mbelinx Eling;moga ahok jdi pilpres;0
2023-05-03T15:07:40Z;Taronggo Lipuku;anies msi yg terbaik;0
2023-05-03T14:51:04Z;andimuttaqin mustari;semua putra terbaik bangsa  pak prabowo  pak anies  pak ganjar dan pak airlangga;2
2023-05-05T22:54:27Z;M N S I PPIA;yg pnting bkn bant ng dan bkn pengurus partai    ;0
2023-05-04T03:06:50Z;Ismi Wulandari;pak anis pilihan rakyat cerdas;1
2023-05-03T19:36:21Z;Al Fatin;putra bangsa terbaik hanya p aniest;1
2023-05-03T14:49:21Z;Me i'am Guys;ppp kan udah merapat min ke banteng  ;0
2023-05-03T14:46:20Z;Fajar Zba;pengen golput gak ada yg sesuai kriteria  ;0
2023-05-03T14:38:00Z;Jun arya;jgn cari capres petcitraan byk bohong;0
2023-05-03T14:35:11Z;anip niptahudin;tentunya anis;0
2023-05-03T14:09:06Z;Bro Herher;yang namanya manusia klo udah dikasih kekuasaan pasti ada saja janji yg diingkari  br jadi jangan terlalu berharap lebih terhadap manusia  br lebih baik nnti coblos berdasarkan hati nurani saja  jngan mau kalian gadaikan hak  amp  keadilan sbgai rakyat selama  tahun karena uang selembar  apalagi sampai pada ribut dikolom komentar yg amat unfaedahnya  ;1
2023-05-03T14:06:47Z;MARPAUNG MEMORY;no ganjaran;0
2023-05-03T13:59:55Z;Edi bubut;sudah di skanerio yang bakal menang pasti ada;0
2023-05-03T13:59:52Z;@CB973;aku pilih yg punya program biaya pendidikan  kesehatan  dan bbm yang murah  dan bahan pangan   sembako murah juga tentunya  ;0
2023-05-03T13:38:04Z;Alviano 197;pak ganjar  smggt pak ganjar;0
2023-05-04T03:12:00Z;Hasan Asy'ari;pilih raffi ahmad jadi presiden pk  h  bolot jadi wakilnya;0
2023-05-03T13:36:57Z;Hendi bugiandi;ah pilih anis aja ;0
2023-05-03T13:35:46Z;Rlmcy;dulu jokowi mania  sekarang prabowo aja  prabowo ;0
2023-05-03T13:33:34Z;Windi Muliana Putra;pan masuk gerindra;0
2023-05-03T13:33:05Z;Yunus Bledex;ppp jateng diy kayaknya bukan ke ganjar pranowo;0
2023-05-03T13:30:12Z;ahmad yusuf;prabowo;0
2023-05-03T13:27:46Z;Oppung Poso;saya mndukung prabowo br itu saja sudah;0
2023-05-03T13:22:50Z;Suparman Arrachmansyah;apapun partai nya presiden indonesia   gajar  asli keturunan jawa  pribumi kunfayakun damai indonesia kuu aamiin aamiin aamiin aamiin aamiin aamiin aamiin aamiin aamiin aamiin ya robbal alamin;2
2023-05-07T09:32:00Z;DEADWOOD🗿;tjawa adalah koentji;0
2023-05-03T13:18:15Z;Irwan Praja;mdhan rakyat indonesia nkri tidak di bohongi;0
2023-05-03T13:17:34Z;Nurwason;tetep bapak prabowo;0
2023-05-03T13:06:14Z;Zidan Firdaus;tetap arb dong;0
2023-05-03T12:54:49Z;Kar Dion;insyaallah anis;0
2023-05-03T12:51:50Z;peter holm;demokrasi     select your character   fight    br pilih jagoan mu   ;0
2023-05-03T12:23:32Z;Asegaf Segaf;bukan seru    tapi kalau banyak calon makin menguras biaya pemilu;0
2023-05-03T12:14:23Z;Bram;pls jangan lagi lah  quot kader partai quot  jadi presiden     minimal ketua partai atau independen    ;0
2023-05-03T12:14:09Z;Fery marchiano Fery;prabowo penerus cita jokowi;0
2023-05-03T12:12:59Z;SuandaAlharun72;yg penting prabowo masuk putaran kedua dan inshaa allah terpilih jdi presiden  ;5
2023-05-03T12:07:33Z;Sandy Tarihoran 04;aku golputlah sampai dpr dibubarkan;0
2023-05-03T11:52:09Z;Redi Dian;jangan pilih pdi;0
2023-05-03T11:48:02Z;Juminem Juminem;bodoh amat   siapapun presidennya rakyat bakal gini aja ;0
2023-05-03T11:28:52Z;Ro Vii;prabowo;0
2023-05-03T11:20:41Z;fery siska;no petugas partai  no banteng ;0
2023-05-03T11:11:00Z;Tobat jadi BuzeRp; tahun kedepan pastikan pemimpin anda sibuk kerja bukan nonton film unyil;1
2023-05-03T10:57:25Z;Waduh Njir;apa aja lah yg jadi tapi kalo dari banteng gadulu deh;0
2023-05-03T10:57:25Z;Tio Ilhami;satu lagi ridwan kamil yg akan jadi presiden;0
2023-05-03T10:52:35Z;hidup itu sederhana ya atau tidak;gw dulu ngfens ganjar sbelum brpindah ni bukan sekedar bola tapi takutnya ganjar mala diatur emak yg mulia benteng pas ud jadi  ;0
2023-05-03T10:42:48Z;Agus Harianto;gp the next presiden ;0
2023-05-03T10:22:49Z;Miskam Setiawan;pak prabowo berat klo dg pkb  bisa gagal lagi ;0
2023-05-03T10:21:51Z;Alirofin Muhammad;prabowo;0
2023-05-03T10:18:45Z;sukakita;kalo hati sih prabowo;0
2023-05-03T10:18:26Z;sukakita;jangan dari golongan itu lagi  biar ada perubahan;0
2023-05-03T09:54:51Z;Mas Wanto ganteng;pak ganjar pranowo pokoke;0
2023-05-03T09:54:44Z;Mr_Football;yg penting jgn dari pdip;0
2023-05-03T09:38:15Z;Izan Channel;pak anies dong;0
2023-05-03T09:38:14Z;Suparno;tetap prabowo lur preiden  ;0
2023-05-03T09:37:02Z;Rah Mad;habib rizieq syihab dan habib bahar  joss;0
2023-05-03T09:33:35Z;Endang Su;sy mau pilih yg ga bnyak omdo dn yg ga akan melarikan diri  ;1
2023-05-03T09:20:53Z;Ribka Helindra;ini yg bakal bisa bikin perubahan suara di kalangan oemilih sosok cawapresnya sih  br krna nama ini udah dari tahun lalu selalu muncul jadi calon capres;0
2023-05-03T09:19:19Z;BACOT;masih percaya yg satu partai sama si anu     lihat baik baik guys kalian pintar menilai mana yg selama ini pencitraan biar dirinya menang  xixixixi;0
2023-05-03T09:08:15Z;Joran Melengkung Channel;mau pak ganjar tapi petugas partai cuman disetir yang punya kendaraan politik ya yang petugas rakyat aja;0
2023-05-03T09:08:08Z;Yacob Yahya;a  calon   klo  g mungkin  klo  lsg menang   klo  calon bisa  putaran   ;0
2023-05-03T09:03:55Z;Sarwidi Sarwidi;pilihanku prabowo   semoga menjadi presiden th ;0
2023-05-03T09:00:21Z;Jerry Ramdhan;siapa yg menang bergantung yg ngitung suara  ;0
2023-05-03T08:56:08Z;g ogy;ingat asal bukan calon pdip;0
2023-05-03T08:54:46Z;Hangug Oppa 한국 오빠;mahfud prabowo ri ;0
2023-05-03T08:44:21Z;BUNDA MENIK;bukan petugas partai banyak utang ngak bisa kerja buat apa ujungnya byk tuyul      biar rame walaupun   buang buang uang;0
2023-05-03T08:36:14Z;APLIKASI MOOD;siapa saja yang jadi presiden rakyat kecil tetap dibuat susah ;0
2023-05-03T08:31:35Z;Taufik Rahmadi;menurutku ini strategi untuk memenangkan anies ada  capres agar  suara umat muslim tertuju ke anis semua yang sisanya ke  capres tersebut br pilpres kali ini sama persis di pilkades di daerah ku;0
2023-05-03T08:27:08Z;Sunandar Sunandar;semestinya buat undang quot setiap partai mencalonkan kader masing quot biar rakyat yg menentukan  ;0
2023-05-03T08:19:31Z;Freddy Souisa;anies baswedan itu waktu ditugaskan jadi menteri saja tidak mampu  jadi gubernur juga tidak bisa memperhatikan kepentingan masyarakat kecil ;0
2023-05-03T08:16:44Z;Freddy Souisa;ganjar pranowo cocok dipasangkan dengan prof  mahfud md  alasannya  pak mahfud itu penampilan sederhana  tegas  tau bidang hukum  supaya berantas koruptor  dan bersih dari korupsi ;0
2023-05-09T07:14:48Z;Much. Faisal Hafiz;ya percuma kalo dari banteng;0
2023-05-08T15:33:48Z;Rony Rajagukguk;ganjar  ;0
2023-05-03T10:56:50Z;Waduh Njir;percuma nanti di setir banteng;0
2023-05-03T08:12:18Z;isdianto yan;opsi apanya   jelaskan ke empat capres itu bukan sebuah opsi   br goollllllputttttt  ;0
2023-05-03T08:03:49Z;Diggie Gamers;makhfud md dan ridwan kamil;0
2023-05-03T07:40:20Z;Abah Aki;tetap saja pak gp terunggul;0
2023-05-03T07:33:40Z;Ramzan Kadyrov;gak mungkin   selama ada presidential treshold    paling cuma ada  poros   ;0
2023-05-03T07:32:24Z;Ibnu Rahmat;semoga ganjar ttp konsisten        ;0
2023-05-03T07:23:23Z;imam fatahillah;skenario   sempat di sampaikan pengusaha    sepertinya benar ;0
2023-05-03T07:17:49Z;Hutadi Lufik;anies sih ini ga slh lg;0
2023-05-03T07:11:56Z;Arief HadiSusanto;uang buat pemilu yang dimana butuh minim  triliyun itu aja ndak ada kog   br kog ngomongin boncos    ;0
2023-05-03T07:07:57Z;Sunardi;berapapun calonnya satu putaran saja  karena suara terbanyak meskipun menang persen itulah kemenangan yg kalah legowo saja untuk mengurangi biaya pemilu ;0
2023-05-03T07:06:46Z;Edi Kuswanto;saya pilih yg paling berani tegas dan tak pandang bulu di antara mereka  karna pintar saja tidak cukup jadi capres di nkri;0
2023-05-03T06:59:56Z;Saji Yem;ttp ganjar;0
2023-05-03T06:59:14Z;Moh Rizal;partai apakah yang dekat dengan komunis    br kalian tau itu     hahahaha;0
2023-05-03T06:56:29Z;FATUR RAHMAN CHANNEL;anies;0
2023-05-03T06:56:11Z;FATUR RAHMAN CHANNEL;kib buyar;0
2023-05-03T06:50:16Z;"Rohana""©®";yg penting pilihan gw bukan dari moncong putih;0
2023-05-03T06:27:14Z;Irawan Syah;partai pan ;1
2023-05-03T06:20:06Z;Putra Galunggung;ganjar ko banyak banget pencitraan     harusnya jd pemaen reog;0
2023-05-03T05:58:35Z;Team Rebahan;kalo petugas partai lagi ogah lah  ;0
2023-05-03T05:56:14Z;Kadek Rosita;memang  ganjar  sdh di takdirkan  jadi presiden  republik  indonesia;0
2023-05-03T05:52:10Z;Gunadi Syarifuddin;hrs lebih dr  pasang      psi harus nyapres dg giring nya biar ga ngurusin anies mulu             ;0
2023-05-03T05:43:22Z;jannes jannes;asal jangan yg didukung pekak es;0
2023-05-03T05:33:07Z;King Rudi;jauhii calon dariii pdip   br bakal jadii babu megawatii  siapapun capres dri pdip;0
2023-05-03T05:24:23Z;Ahmed Faizal;g usah peta petaan  berani g pemilu jurdil ;0
